Date,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
196305,0.32,2.24,1.29,4.01,3.03,-0.08,1.9,3.28,4.65,2.41,3.95,-0.23,0.03,1.66,2.08,3.62,2.91,2.32,7.25
196306,-0.65,-2.3,-1.53,-0.6,-2.98,-1.06,-1.06,-2.31,0.09,-3.21,-2.64,-0.09,-1.79,-1.18,-0.96,-2.75,-1.82,0.42,-0.26
196307,2.93,-0.06,0.39,-1.52,0,0.17,0.21,-0.86,-1.33,-0.68,0.89,-0.19,0.72,0.57,-0.36,-0.04,-1.8,-0.32,-3.34
196308,6.13,5.37,4.66,7.1,5.72,4.29,5.03,7.22,6.12,5.95,5.42,4.6,3.82,4.84,5.34,6.11,8.53,5.49,7.4
196309,-4.46,-1.11,-1.6,-1.92,-1.57,-0.93,-1.11,-0.84,-2.79,-1.05,-2.23,-0.07,-2.26,-1.32,-0.79,-0.98,-0.68,-2.67,-3.03
196310,6.05,3.79,1.28,2.19,4.77,1.62,0.79,2.57,1.06,3.58,6.31,1.62,1.61,0.26,1.61,1.53,3.77,1.31,0.54
196311,-4.37,-0.3,-1.45,0.49,-1.3,0.7,-1.28,-1.37,1.08,0.01,-2.96,1.96,-1.28,-2.11,-0.01,-2.3,-0.33,1.11,1.03
196312,-3.14,2,2.85,1.57,2.32,2.12,1.87,2.24,2.19,2.58,1.97,1.31,3.42,2.68,0.65,3.62,0.71,1.69,3.2
196401,7.78,2.65,2.73,2.85,2.76,2.95,1.86,2.48,2.57,3.33,2.01,2.39,3.83,2.27,1.22,1.79,3.26,2.56,2.57
196402,1.47,1.43,1.7,4.37,1.84,0.7,1.64,4.12,4.21,2.24,1.31,0.51,1.01,1.81,1.38,3.72,4.58,3.6,5.44
196403,7.31,0.92,3.12,3.41,1.19,1.04,4.03,4.58,1.77,1.11,1.3,0.3,2.18,3.97,4.13,3.58,5.7,1.63,2.05
196404,7.08,0.37,1.03,-1.1,-0.04,1.24,1,-1.17,0.64,-1.6,2.08,1.31,1.12,0.85,1.23,0.89,-3.41,1.04,-0.14
196405,2.19,1.5,1.17,3.65,1.94,0.53,1.23,3.32,3.31,2.16,1.66,0.5,0.57,1.54,0.76,2.62,4.12,2.54,4.86
196406,-6.83,1.66,1.33,2.25,0.97,2.71,0.78,1.6,2.29,0.6,1.46,3.24,1.9,0.68,0.93,1.07,2.19,1.44,3.96
196407,-7.17,1.92,2.28,2.38,2.48,1.04,3.35,2.12,1.72,2.17,3.27,0.5,1.71,2.09,4.61,1.23,3.11,1.38,2.23
196408,-8.62,-1.24,-0.81,-1.33,-1.28,-1.37,0.1,-0.69,-1.97,-1.33,-1.16,-1.14,-1.66,0.84,-0.62,-0.73,-0.65,-1.04,-3.36
196409,6.32,2.41,3.48,5.16,3.08,1.6,4.16,4.2,5.6,3.36,2.36,0.68,2.74,4.19,4.14,3.75,4.69,5.38,5.95
196410,-3.93,0.3,1.87,1.58,0.41,1.17,0.94,1.06,3.24,-0.43,2.53,-0.01,2.62,1.01,0.86,2.21,-0.21,2.77,3.97
196411,-4.67,0.48,0.78,-2.9,1,-0.13,0.9,-0.96,-3.19,0.52,2.17,-0.9,0.8,1.29,0.52,0.46,-2.57,-3.04,-3.43
196412,-12.01,1.1,-0.23,-1.86,0.81,1.21,-0.98,-1.25,-1.24,1.41,-0.64,1.88,0.42,0.46,-2.41,-0.14,-2.55,-0.41,-2.52
196501,18,4.03,2.93,5,4.9,1.78,3.66,4.27,5.4,5.86,2.52,1.73,1.85,2.74,4.59,4.02,4.56,4.67,6.53
196502,13.7,0.68,0.32,1.06,0.37,0.52,1.32,0.79,0.98,0.45,0.17,1.51,-0.67,1.53,1.11,0.48,1.16,-0.16,2.73
196503,-2.44,-1.07,-1.48,0.58,-1.22,-1.37,-1.22,-0.04,0.93,-1.05,-1.66,-0.68,-2.22,-1.47,-0.96,-0.22,0.18,0.49,1.59
196504,15.16,3.78,2.65,3.46,4.38,2.12,2.93,2.95,4.55,5.31,1.99,2.19,2.04,2.06,3.79,3.55,2.24,6.02,2.34
196505,2,-0.26,0.01,-2.06,-0.72,0.68,-0.42,-0.43,-2.67,-0.8,-0.52,1,0.29,-0.64,-0.2,0.35,-1.37,-2.68,-2.65
196506,-2.27,-4.68,-5.29,-5.58,-4.69,-4.31,-6.14,-5.45,-7.14,-5.17,-3.44,-4.67,-3.87,-6.81,-5.49,-6.79,-3.8,-6.94,-7.46
196507,6.22,1.37,1.73,4.11,1.61,0.56,2.34,3.52,5.03,2.03,0.61,0.51,0.59,2.04,2.66,4.39,2.16,4.24,6.52
196508,27.43,3,2.92,3.14,3.42,1.81,4.13,2.36,3.54,3.61,2.96,1.48,2.05,4.33,3.91,2.41,2.27,3.2,4.16
196509,3.44,3.79,2.3,3.65,3.88,2.59,2.32,3.73,3.48,3.87,3.91,3.44,1.97,2.96,1.63,3.54,4.04,3.16,4.05
196510,1.99,2.89,2.14,5.72,3.25,0.91,3.33,4.83,6.16,3.72,2.09,1.57,0.42,2.57,4.16,4.88,4.74,5.85,6.72
196511,67.32,0.1,0.17,0.97,0.05,-0.92,2.08,0.92,1.3,0.11,-0.1,0.28,-1.81,2.33,1.82,1.34,0.24,-0.05,3.7
196512,-11.18,0.92,1.08,4.23,1.13,0.15,1.69,3.09,4.2,1.12,1.17,0.14,0.16,0.42,3.07,2.34,4.3,4.12,4.34
196601,-4.58,-0.06,1.5,4.97,-0.11,0.03,2.54,4.18,4.99,0.01,-0.41,0.16,-0.07,0.94,4.19,3.71,4.92,2.81,8.75
196602,-2.55,-1.46,-0.54,0.43,-1.02,-1.77,-0.6,-0.22,1.1,-0.57,-2.15,-3.13,-0.74,-0.92,-0.28,0.33,-1.07,0.18,2.58
196603,12.84,-1.52,-2.68,-3.43,-1.34,-3.13,-1.59,-2.41,-3.81,-1.06,-2.04,-2.22,-3.8,-2.49,-0.69,-2.32,-2.56,-2.16,-6.42
196604,1.91,2.56,2.01,2.71,2.34,2.23,1.92,4.08,2.42,2.27,2.53,3.42,1.33,1.9,1.93,4.52,3.37,2.05,3.03
196605,-12.78,-4.39,-5.46,-8,-4.39,-4.43,-5.73,-7.79,-8.11,-4.41,-4.36,-4.38,-4.47,-6.58,-4.9,-7.81,-7.75,-6.71,-10.38
196606,1.62,-1.91,-0.05,-0.12,-1.83,-1.24,-0.16,1.16,-0.29,-1.37,-3,-2.23,-0.48,-0.31,-0.03,1.72,0.27,-0.21,-0.43
196607,-4.87,-1.68,-0.67,-1.08,-1.6,-1.56,-0.93,0.09,-1.49,-1.75,-1.21,-2.01,-0.93,-0.34,-1.43,0.48,-0.51,-0.44,-2.37
196608,-7.56,-7.75,-6.81,-8.02,-7.58,-8.55,-6.16,-7.07,-8.79,-7.37,-8.11,-8.5,-8.62,-7.65,-4.87,-7.15,-6.95,-8.23,-9.27
196609,2.86,-1.03,0.13,-0.69,-1.32,0.31,0.36,-0.42,-1.4,-1.91,0.16,0.23,0.41,-0.02,0.68,-0.87,0.27,-1.39,-1.41
196610,-4.12,3.08,6.66,4.15,2.44,4.94,7.92,5.12,3.73,1.89,3.83,5.82,3.71,7.11,8.6,5.39,4.71,4.38,3.16
196611,7.43,3.82,-0.57,0.03,4.28,2.13,-1.6,-0.06,0.17,5.24,1.9,1.9,2.47,-1.4,-1.77,0,-0.16,-0.2,0.51
196612,-11.79,-0.24,1.5,0.01,-0.34,0.69,1.48,0.84,0.36,-1.22,1.91,0.17,1.41,0.65,2.17,1.67,-0.45,0.89,-0.09
196701,27.89,8.23,7,13.58,8.33,7.87,6.26,9.92,14.73,8.67,7.5,7.82,7.95,4.98,7.31,8.57,12.05,13.75,15.6
196702,10.33,2.08,-0.07,-0.09,2.4,0.87,-0.53,0.08,0.05,2.81,1.36,0.73,1.06,-0.93,-0.21,0.32,-0.29,-0.62,0.64
196703,10.1,4.37,3.86,5.48,4.51,3.4,3.75,5.3,5.5,4.64,4.18,3.75,2.91,3.78,3.72,5.2,5.46,6.56,4.6
196704,6.04,5.98,1.98,3.2,6.79,3.03,0.91,3.84,2.46,8.15,3.35,2.43,3.87,1.01,0.83,3.6,4.2,2.36,2.56
196705,-1.14,-4.83,-3.54,-2.22,-5.16,-3.18,-3.78,-2.67,-2.65,-5.89,-3.19,-3.35,-2.95,-3.28,-4.18,-3.36,-1.65,-3.69,-1.75
196706,26.21,1.77,2.48,5.33,1.94,1.58,2.24,4.5,4.73,2.29,1.03,1.02,2.35,1.63,2.73,3.4,6.13,4.97,4.53
196707,11.94,4.99,3.82,8.01,4.58,5.72,2.77,6.93,8.26,4.52,4.68,6.07,5.1,1.07,6.16,6.69,7.38,9.95,6.8
196708,-5.44,-0.73,-0.72,1.06,-0.69,-1,-1.03,0.83,1.69,-1.01,-0.14,-0.85,-1.27,-1.06,-0.99,1.54,-0.47,2.17,1.25
196709,-0.07,3.93,2.91,2.15,3.96,3.1,3.33,3.36,1.29,5.18,1.9,3.85,1.72,3.86,2.33,2.86,4.29,2.2,0.48
196710,-3.38,-1.48,-3.68,-4.93,-0.76,-4.04,-3.04,-4.14,-5.27,1.37,-4.43,-3.4,-5.23,-2.12,-4.86,-4.16,-4.11,-3.71,-6.67
196711,-1.76,1.1,0.36,-0.35,1.54,0.49,0.03,-0.13,-0.31,1.62,1.37,-0.07,1.55,0.33,-0.6,0.04,-0.44,-1.22,0.53
196712,16.76,2.48,3.68,5.16,2.32,3.44,2.94,5.81,4.9,1.66,3.56,2.91,4.44,2.71,3.43,5.83,5.76,5.44,4.42
196801,6.32,-5.96,-1.09,0,-6.34,-4.62,0.13,-0.72,-0.65,-8.62,-2.2,-4.93,-4.04,-0.03,0.46,-1.94,1.55,-0.85,-0.46
196802,-8.25,-3.49,-2.39,-3.77,-3.52,-2.67,-2.48,-3.9,-3.47,-3.65,-3.3,-3.39,-1.34,-2.26,-2.92,-3.57,-4.47,-3.92,-3.04
196803,-6.47,1.72,-0.7,0.11,2.69,-1.14,-0.41,-0.92,0.74,3.7,0.98,-0.9,-1.56,-0.03,-1.19,-0.66,-1.38,1.3,0.23
196804,15.05,10.5,6.2,12.34,11.35,7.97,4.76,11.21,12.44,12.26,9.76,8.13,7.68,3.82,6.72,10.72,12.09,12.48,12.4
196805,6.13,2.75,0.95,6.07,2.95,2.17,0.5,2.74,6.33,3.95,1.15,2.2,2.11,-0.24,2.01,1.22,5.44,5.74,6.89
196806,2.3,-0.02,3.4,0.23,-0.16,1.35,3.74,2.59,-0.93,-1.19,1.74,0.39,3.14,3.23,4.75,2.3,3.09,-0.68,-1.18
196807,-7.54,-4.6,0,0.4,-5.35,-1.89,0.9,0.35,0.23,-5.68,-4.78,-2.01,-1.74,-2.37,2.91,0.05,0.53,2.27,-1.66
196808,-0.89,1.34,1.72,2.69,1.42,0.97,2.27,1.83,3.56,1.32,1.59,1.09,0.83,1.9,2.48,1.48,2.03,4.75,2.43
196809,8.41,3.66,4.55,5.05,2.92,5.7,3.13,4.85,7.37,1.8,4.86,6.16,5.15,3.65,2.82,7.44,3.3,7,7.7
196810,-5.42,-0.62,1.76,2.93,-1.44,1.73,2.12,3.1,1.4,-3.12,1.39,2.1,1.29,2.59,1.85,1.44,4.13,0.55,2.16
196811,5.24,5.76,5.79,5.64,6.58,4.18,6.28,5.47,5.53,7.46,5.15,3.16,5.43,5.58,6.7,5.04,5.73,8.36,3.04
196812,-0.9,-4.42,-2.91,-3.12,-4.62,-3.82,-2.99,-2.86,-2.34,-4.57,-4.71,-3.76,-3.9,-2.77,-3.11,-1.43,-3.72,-2.72,-1.98
196901,-1.5,-1.82,-0.03,0.26,-2.19,-0.38,0.36,-0.41,0.78,-2.83,-1.15,-0.58,-0.13,-0.12,0.64,-0.85,-0.14,-0.56,2.02
196902,-11.01,-4.52,-5.56,-5.35,-4.53,-4.71,-5.2,-5.3,-6.92,-4.43,-4.68,-4.5,-4.97,-6.07,-4.7,-7.22,-4.14,-6.9,-6.93
196903,-2.78,3.83,2.57,2.84,4.14,2.02,3.54,1.9,4.16,4.11,4.17,2.82,1.07,3.03,3.83,2,1.84,7.04,1.56
196904,-1.82,3.04,0.53,2.64,3.49,1.02,0.93,2.25,1.17,3.55,3.4,1.55,0.37,1.45,0.63,-0.32,3.77,2.66,-0.23
196905,1.39,-0.19,0.71,0.82,-0.4,0.31,0.98,1.3,-0.19,-0.27,-0.61,0.53,0.05,1.22,0.85,0.83,1.56,0.28,-0.67
196906,-17.6,-4.13,-8.32,-7.43,-3.3,-7.3,-8.2,-7.39,-9.06,-1.65,-6.01,-6.96,-7.73,-6.8,-9.02,-9.41,-6.25,-9.74,-8.35
196907,-11.29,-5.33,-7.68,-6.23,-5.24,-6.69,-7.14,-7.3,-6.17,-4.5,-7.16,-5.57,-8.9,-6.44,-7.93,-8.02,-6.35,-6.01,-6.53
196908,6.19,6.77,4.42,2.77,7.41,5.16,4.12,4.19,2.28,7.24,7.86,5.07,5.35,3.04,5.33,4.49,3.81,2.51,1.75
196909,-0.25,-0.57,-3.46,-4.57,-0.34,-2.01,-3.18,-4.45,-4.28,-0.39,-0.21,-1.2,-3.67,-1.14,-5.44,-3.88,-5.19,-4.36,-4.08
196910,11.54,6.72,4.87,4.09,6.95,5.91,5.44,3.5,4.29,6.91,7.04,6.08,5.53,5.63,5.21,3.37,3.68,4.39,4.05
196911,-10.63,-2.39,-3.95,-3.82,-2.01,-3.69,-3.71,-4.91,-2.9,-1.32,-3.83,-3.44,-4.23,-3.49,-3.96,-4.25,-5.77,-1.72,-5.76
196912,-8.02,-0.37,-2.22,-4.57,0.2,-2.44,-1.82,-2.62,-5.28,1.33,-2.85,-1.98,-3.42,-1.95,-1.66,-2.31,-3.02,-5.38,-5.01
197001,-9.8,-7.92,-8.28,-5.28,-8.25,-7.34,-8.42,-7.92,-4.15,-8.64,-7.16,-6.95,-8.18,-6.8,-10.3,-8.08,-7.7,-4.69,-2.8
197002,2.93,3.7,7.54,7.86,3.45,5.49,8.05,7.04,7.8,3.02,4.64,4.44,7.8,8.53,7.47,6.35,7.99,7.75,7.94
197003,1.66,-2.03,1.26,0.99,-2.97,-0.07,1.87,0.96,1.48,-3.1,-2.6,0.65,-1.61,3.5,-0.13,1.75,-0.09,1.63,1.1
197004,-16.35,-11.34,-9.86,-7.91,-12.26,-10.04,-9.38,-8.07,-8.52,-11.74,-13.68,-8.82,-12.72,-9.71,-8.96,-9.2,-6.52,-8.65,-8.21
197005,-12.99,-8.05,-4.66,-4.59,-8.86,-6.44,-5.56,-2.29,-4.94,-8.24,-10.6,-5.91,-7.66,-6.67,-4.17,-1.13,-3.83,-4.25,-6.65
197006,-9.81,-5.69,-3.47,-6.85,-6.42,-4.17,-3.79,-2.84,-8.18,-7.09,-4.52,-3.81,-5,-4.35,-3.11,-2.03,-3.95,-8.07,-8.47
197007,8.57,5.36,9.54,7.73,4.83,8.09,8.77,10.25,7.31,2.41,9.42,8.15,8.05,8.58,9,11.42,8.12,9.89,5.1
197008,6.67,4.26,5.41,6.02,4.34,5.99,4.55,5.1,6.35,4.62,3.85,3.86,7.24,5.06,3.93,4.76,5.73,6.55,6.18
197009,9.62,7.89,0.99,4.62,8.11,2.91,2.11,1.23,6.33,8.74,6.98,6.79,0.69,1.18,3.21,0.24,3.07,5.32,7.24
197010,0.63,-1.12,-2,-3.04,-0.92,-2.15,-3.94,-0.66,-4.54,-0.45,-1.78,-2.15,-2.16,-3.87,-4.01,-0.13,-1.63,-4.04,-4.99
197011,0.84,4.76,5.42,5.84,4.76,5.46,5.08,5.93,4.61,4.38,5.45,4.81,5.85,5.09,5.06,5.37,6.96,4.55,4.67
197012,6.14,5.55,6.94,6.31,5.07,7,7.94,6,7.7,4.57,5.99,8.08,6.36,7.85,8.06,6.51,5.07,6.38,8.88
197101,11.19,5.07,4.42,6.32,4.58,5.61,4.85,4.22,8.21,4.26,5.17,7.55,4.44,5.03,4.64,4.02,4.59,8.88,7.62
197102,3.97,2.53,0.55,2.1,2.65,1.13,1.01,0.95,1.63,2.46,2.97,1.97,0.61,1.75,0.13,0.08,2.54,1.06,2.15
197103,7.42,6.06,3.24,2.43,6.13,4.1,5,1.79,3.13,6.79,4.94,5.7,3.09,5.21,4.73,1.8,1.78,3.01,3.24
197104,7.88,3.85,2.68,4.88,3.51,4.86,1.36,2.73,6.72,3.02,4.39,5.59,4.39,1.75,0.88,2.51,3.12,5.53,7.77
197105,-6.47,-2.85,-4.33,-4.62,-2.56,-4.14,-4.45,-4.71,-4.04,-2.93,-1.89,-4.27,-4.05,-4.19,-4.77,-4.44,-5.2,-3.97,-4.11
197106,3.84,1.08,-0.24,-0.45,1.1,-0.61,0.53,0.42,-1.75,1.39,0.58,0.97,-1.65,0.35,0.76,0.22,0.79,-3.1,-0.51
197107,-5.97,-4.24,-3.6,-5.13,-4.07,-4.39,-3.46,-3.84,-6.02,-4.73,-3.08,-5.19,-3.55,-2.65,-4.7,-3.85,-3.82,-5.09,-6.88
197108,1.72,5.44,1.44,8.01,5.46,4.69,-0.13,2.71,10.74,4.57,6.75,5.35,4.02,-0.64,0.67,2.19,4.06,9.13,12.28
197109,-1.18,0.39,-1.17,-2.41,0.51,-0.98,-1.04,-1.23,-2.83,0.99,-0.18,-0.31,-1.67,-0.28,-2.21,-1.02,-1.76,-1.87,-3.73
197110,-11.96,-3.99,-3.58,-4.84,-3.71,-5.56,-3.02,-3.48,-5.14,-3.2,-4.44,-5.66,-5.46,-2.69,-3.54,-3.13,-4.37,-4.48,-5.77
197111,-4.98,0.69,-0.53,-2.1,0.81,-0.39,-0.43,-0.84,-2.38,1.02,0.5,-0.03,-0.77,-0.08,-0.99,-0.52,-1.66,-1.57,-3.16
197112,8.48,9.15,8.68,10.15,9,10.06,8.9,7.81,10.87,9.69,7.96,10.06,10.05,8.18,10.05,7.34,9.05,10.91,10.84
197201,8.45,2.92,0.95,6.49,3,1.86,0.42,2.13,8.41,4.06,1.39,2.43,1.26,0.49,0.32,1.59,3.5,8.05,8.75
197202,8.1,4.55,1.25,1.41,4.81,2.61,1.27,0.88,1.14,5.19,4.22,2.98,2.2,0.72,2.14,0.5,1.85,0.22,2.03
197203,-3.23,2.16,-1.25,0.6,2.4,0.42,-1.74,-1.05,1.03,2.07,2.91,0.73,0.09,-1.78,-1.68,-1.43,-0.09,1.31,0.77
197204,1.42,0.78,0.22,0.95,0.81,0.59,0.12,0.5,0.62,1.14,0.3,0.59,0.58,0.03,0.27,0.1,1.48,1.11,0.15
197205,2.48,2.73,0.67,-1.85,3.16,-1.11,1.74,0.38,-1.96,3.97,1.89,0.05,-2.37,2.25,0.95,1.22,-1.67,-1.64,-2.27
197206,-2.22,-1.17,-2.77,-5.52,-1.03,-3.06,-2.58,-2.91,-5.88,-0.18,-2.39,-2.1,-4.13,-2.53,-2.65,-2.1,-4.94,-4.84,-6.89
197207,-7.17,0.36,-1.42,-1.27,0.85,-1.97,-0.78,-1.27,-2.07,1.43,-0.98,-1.8,-2.26,-1.42,-0.29,-2.03,-0.81,-1.93,-2.23
197208,13.42,1.4,6.49,6.55,0.66,5.11,5.98,7.7,5.35,0.25,1.99,4.74,5.71,5.51,6.33,8.48,7.23,5.85,4.78
197209,-7.22,-0.6,-1.25,-0.28,-0.14,-2.18,-1.58,0.91,-3.7,0.51,-2.2,-2.62,-1.48,-1.75,-1.47,-0.23,1.61,-3.53,-3.89
197210,-2.02,0.4,2,1.27,0.59,0.54,1.78,2.12,0.01,0.32,1.46,-0.43,2.09,0.24,2.9,2.42,1.93,0.65,-0.71
197211,5.03,2.99,6.47,9.24,2.11,6.48,6.73,7.75,10.82,1.44,4.28,6.95,5.76,7.27,6.34,6.6,8.44,9.57,12.25
197212,-3.38,2.52,-0.8,-0.81,3.27,-0.42,-0.8,-0.44,-2.92,3.76,1.69,-0.74,0.07,-2.21,0.21,-1.67,0.28,-2.7,-3.18
197301,-9.63,-2.79,-2.51,-1.73,-2.27,-4.98,-2.59,-0.34,-4.27,-1.21,-5.66,-5.18,-4.67,-5.75,-0.37,-0.15,-0.45,-3.97,-4.61
197302,-3.59,-3.31,-5.21,-5.04,-3.09,-4.5,-5.2,-5.61,-4.01,-2.4,-5.41,-4.37,-4.69,-5.66,-4.89,-5.75,-5.53,-4.12,-3.88
197303,-9.72,-1.32,0.18,0.95,-1.13,-1.81,0.44,1.03,0.74,-1.33,-0.45,-2.2,-1.22,-1.7,1.86,0.98,1.05,-0.71,2.38
197304,-2.02,-6.22,-2.82,-1.82,-6.45,-4.71,-2.48,-1.44,-3.76,-6.51,-6.23,-5.16,-4.02,-4.47,-1.21,-2.41,-0.87,-3.15,-4.43
197305,-11.42,-1.16,-2.56,-3.8,-0.59,-3.16,-1.86,-3.37,-6.19,0.1,-2.97,-3.88,-2.05,-2.28,-1.6,-4.59,-2.66,-5.61,-6.83
197306,6.42,-1,-0.57,-1.09,-0.8,-1.21,-0.32,-0.87,-2.53,-0.4,-2.23,-1.98,-0.06,-2.11,0.77,-1.65,-0.42,-2.28,-2.82
197307,2.91,7,2.92,5.92,6.97,7.35,1.69,2.88,6.94,5.9,10.22,7.14,7.63,2.17,1.02,1.71,4.85,7.15,6.65
197308,-4.34,-3.28,-3.15,-1.64,-3.38,-2.6,-3.63,-2.7,-0.84,-3.77,-2.24,-2.74,-2.42,-3.24,-4.17,-2.81,-2.51,-1.22,-0.32
197309,29.02,2.71,9.13,8.99,1.8,8.58,9.08,8.74,9.29,-0.39,8.05,7.76,9.68,8.59,9.76,8.8,8.66,8.99,9.71
197310,-11.69,-0.27,-0.18,0.08,0.01,-0.64,0.38,-2.09,2.06,0.2,-0.47,-1.73,0.8,0.8,-0.2,-2.09,-2.08,0.38,4.31
197311,-16.23,-13.06,-10.79,-12,-12.54,-14.44,-11.99,-8.56,-12.49,-11.43,-15.5,-15.82,-12.67,-11.06,-13.29,-6.81,-11.45,-13.98,-10.58
197312,11.95,-1.23,4.83,4.41,-1.52,0.74,6.31,3.85,6.62,-2.33,0.73,0.36,1.21,5.7,7.19,4.97,1.92,5.3,8.26
197401,-1.34,-0.62,-0.26,6.3,-1.48,2.34,-0.86,3,5.42,-1.72,-0.84,4.15,0.12,-2.01,0.78,0.58,7.32,5.17,5.73
197402,-0.25,-1,1.27,2.05,-1.28,1.23,-0.23,2.33,3.31,-1.83,0.21,0.46,2.19,-0.25,-0.2,3.36,0.6,3.79,2.73
197403,-4.27,-1.64,-3.25,-2.15,-1.49,-3.12,-2.71,-2.93,-2.62,-1.69,-0.95,-2.46,-3.93,-2.87,-2.48,-3.71,-1.6,-2.51,-2.76
197404,-8.53,-3.55,-5.92,-4.13,-3.29,-5.57,-5.13,-6.03,-3.94,-3.15,-3.64,-4.95,-6.35,-5.09,-5.18,-7.03,-4.36,-6.02,-1.41
197405,-14.33,-2.11,-5.35,-6.32,-1.64,-5.22,-5.79,-4.32,-7.64,-0.57,-4.45,-4.63,-5.96,-5.23,-6.56,-4.05,-4.76,-7.42,-7.9
197406,-11.03,-2.14,-1.82,-2.2,-1.71,-3.16,-1.97,-2.79,-0.29,-1.54,-2.18,-4.48,-1.46,-2.25,-1.58,-1.82,-4.38,-1.16,0.73
197407,0.52,-9.26,-4.38,-2.84,-10.55,-4.33,-3.41,-3.29,-2.9,-11.78,-7.03,-2.75,-6.24,-4.33,-1.03,-3.76,-2.78,-3.5,-1.79
197408,-8.79,-10.06,-5.93,-7.19,-10.15,-8.08,-5.46,-7.29,-7.18,-9.79,-11.12,-9.63,-6.13,-4.53,-7.75,-7.38,-7.2,-7.68,-6.28
197409,-4.75,-13.72,-6.18,-7.21,-14.55,-9.26,-5.29,-5.66,-7.34,-16.53,-9.09,-9.9,-8.48,-5.32,-5.2,-4.37,-7.06,-6.74,-8.42
197410,4.1,20.97,10.84,7.94,21.9,13.3,12.17,9.62,6.61,22.82,19.56,16.92,8.96,12.96,10.13,9.79,9.43,5.22,9.13
197411,-3.06,-4.01,-3.54,-4.46,-4.37,-2.9,-3.63,-3.35,-5.12,-4.79,-3.29,-2.35,-3.6,-4.77,-0.64,-3,-3.75,-4.11,-6.81
197412,-4.11,-3.42,-0.67,-4.16,-3.99,-0.78,-0.32,-2.74,-4.94,-4.39,-2.96,-0.88,-0.65,0.61,-2.67,-2.19,-3.35,-3,-8.3
197501,25.92,11.11,17.94,24.01,10.32,16.24,16.66,22.48,25.27,10.43,10.04,14.6,18.39,16.02,18.37,22.27,22.71,22.43,30.45
197502,6.13,8.11,2.85,2.63,9.23,2.88,3.34,2.95,1.49,11.19,4.28,3.37,2.26,3.74,2.32,2.16,3.83,0.18,3.73
197503,-0.81,3.13,2.16,7.53,3.18,3.25,0.78,6.27,6.76,3.36,2.67,2.93,3.66,-0.16,3.23,4.42,8.32,7.76,5.1
197504,6.4,5.79,2.27,5.69,5.84,4.52,1.72,4.81,4.04,4.96,8.25,5.56,3.19,1.5,2.28,2.41,7.37,3.67,4.65
197505,9.65,5.9,5.95,2.74,5.44,8.08,5,3.1,3.88,4.84,7.03,7.97,8.23,5.01,4.98,4.55,1.63,3.39,4.71
197506,11.6,4.36,6.53,7.24,3.79,7.14,5.6,7.94,6.62,2.96,5.97,6.88,7.47,5.28,6.42,8.02,7.87,7.53,5.13
197507,-1.85,-7.31,-3.77,-3.69,-7.88,-4.31,-4.23,-4.53,-3.82,-8.67,-6.19,-5.36,-2.28,-4.09,-4.56,-5.08,-3.53,-3.81,-3.83
197508,-10.98,-2.29,-2.04,-4.06,-2.3,-2.34,-2.54,-0.96,-5.12,-2.9,-1.03,-2.28,-2.47,-2.46,-2.73,0.08,-2.77,-3.51,-7.5
197509,-4.89,-3.99,-2.83,-3.61,-4.63,-1.85,-2.85,-3.81,-4.45,-4.69,-4.5,-1.86,-1.84,-3.05,-2.37,-4.47,-2.62,-4.29,-4.69
197510,-0.75,6.34,5.49,4.56,6.81,5.45,4.62,5.72,3.49,7.45,5.51,4.79,6.7,4.36,5.26,5.67,5.8,4.88,1.36
197511,-6.77,2.93,3.38,4.22,3.14,2.53,3.47,3.93,4.11,3.47,2.46,2.24,3.07,3.07,4.44,3.69,4.35,3.74,4.7
197512,7.05,-1.77,0.27,0.21,-2.51,0.67,0.16,-0.01,0.57,-2.76,-1.99,0.75,0.52,0.17,0.15,0.1,-0.2,0.66,0.43
197601,24.7,11.03,15.08,20.88,11.46,10.84,15.23,18.49,22.6,11.52,11.34,9.63,13.07,14.65,16.61,18.26,18.9,20.25,26.32
197602,4.86,-1.02,2.57,7.87,-1.72,2.17,1.87,3.3,10.41,-3.11,1.19,1.31,3.71,0.97,3.99,2.41,4.86,8.48,13.28
197603,8.2,2.91,2.72,2.07,2.87,3.12,2.29,2.24,2.8,3.2,2.2,3.03,3.27,2.73,1.31,2.86,1.17,2.85,2.72
197604,5.61,-1.6,0.09,-1.48,-2.17,-0.02,0.5,-0.33,-1.76,-2.52,-1.46,0.26,-0.51,0.99,-0.63,0.12,-1.12,-1.99,-1.43
197605,-1.56,-0.64,-1.64,-1.86,-1.18,0.03,-1.07,-2.56,-1.77,-1.48,-0.58,1.06,-1.77,-0.94,-1.38,-2.88,-1.98,-1.52,-2.11
197606,9.68,4.36,4.94,5.01,4.28,4.2,5.75,5.63,4.13,5.1,2.64,4.61,3.48,5.24,6.94,5.36,6.11,3.71,4.72
197607,9.11,-1.23,0.3,0.51,-1.61,0.12,0.33,0.12,1.5,-1.46,-1.98,0.17,0.03,0.82,-0.53,0.59,-0.46,1.31,1.74
